age,income_annual,monthly_expenses,cash_savings,total_assets,total_debt,risk_tolerance,knowledge_level,goal_years,target_amount,label
48,27139.72,1106.23,12415.49,14814.59,0.0,moderate,intermediate,27,2405142.15,balanced_long_term
37,128198.61,6758.13,0.0,48314.06,59098.3,moderate,beginner,25,1988919.39,capital_preservation
38,157091.17,8644.9,0.0,180657.03,28728.13,low,intermediate,27,2176217.05,capital_preservation
46,53167.48,2760.9,23128.99,119748.57,0.0,moderate,beginner,5,169892.78,income_focus
48,142819.02,5963.29,20197.81,139092.1,4899.09,low,beginner,25,302981.4,income_focus
56,89353.35,4988.39,20666.44,131589.82,20090.52,low,beginner,11,1379999.67,income_focus
32,54184.03,2329.39,33215.46,119441.98,0.0,low,beginner,13,1989576.37,income_focus
18,118240.74,4387.75,21639.35,101148.77,28535.34,moderate,intermediate,29,283879.95,balanced_long_term
41,12000.0,950.0,0.0,25121.03,24339.02,high,advanced,2,1978735.91,capital_preservation
66,95159.18,3598.11,52190.06,124641.82,28140.6,high,beginner,2,929469.33,income_focus
42,67337.4,2766.22,19119.89,221801.61,37470.96,moderate,beginner,26,2188535.44,income_focus
51,24128.64,500.0,21866.45,0.0,0.0,low,beginner,4,1517392.76,income_focus
23,117749.01,5653.6,47196.62,491166.62,42675.2,low,beginner,7,571239.83,income_focus
28,167497.69,8826.95,10660.83,265450.77,87862.8,low,beginner,5,17973.45,capital_preservation
57,179395.78,8710.58,68960.47,164387.74,20348.25,high,advanced,24,1090870.75,growth_aggressive
56,69403.65,3239.28,25995.55,112657.02,59659.23,moderate,beginner,8,10000.0,income_focus
27,145831.35,5515.4,84531.15,202154.98,44329.75,moderate,beginner,24,651251.56,income_focus
20,94507.65,3627.73,37320.12,82400.69,15435.62,moderate,beginner,12,790002.74,income_focus
46,160391.33,9175.52,40494.16,239377.95,28922.35,low,intermediate,16,339996.26,income_focus
48,80177.7,3912.81,0.0,5822.08,50906.79,moderate,beginner,17,536674.55,capital_preservation
45,111397.93,4943.95,1273.03,14598.26,0.0,moderate,intermediate,25,416000.03,capital_preservation
56,43129.86,1440.91,36883.69,0.0,0.0,moderate,advanced,18,966069.01,balanced_long_term
35,37322.77,2189.01,36176.71,0.0,39519.24,high,beginner,3,255311.86,capital_preservation
40,52497.21,4156.03,32525.74,0.0,44907.75,high,beginner,19,1441797.94,capital_preservation
23,166901.46,7632.73,42933.26,347609.21,88006.63,moderate,intermediate,3,2615773.59,balanced_short_term
45,93929.16,5912.61,23710.75,1574.49,13155.31,moderate,beginner,27,422225.66,income_focus
24,124081.67,8148.16,0.0,438455.62,5320.35,high,intermediate,13,1045796.2,capital_preservation
20,80964.21,3050.32,0.0,201898.74,6598.69,low,intermediate,9,728564.54,capital_preservation
66,12000.0,950.0,7465.95,74606.53,0.0,moderate,intermediate,10,220098.02,balanced_long_term
63,68820.84,2970.45,0.0,0.0,0.0,moderate,beginner,17,736324.24,capital_preservation
64,149269.3,7388.94,10976.44,65526.82,11492.15,low,advanced,1,1716492.61,capital_preservation
25,79945.02,3013.36,18371.47,0.0,27220.53,moderate,beginner,29,1960535.86,capital_preservation
20,62544.9,994.95,19354.45,327138.93,29889.04,low,beginner,3,1491709.72,income_focus
18,37151.0,2212.65,44334.99,0.0,25431.05,low,beginner,23,2948713.97,income_focus
45,56632.08,3344.63,0.0,158385.32,44734.91,low,beginner,2,10000.0,capital_preservation
42,144396.41,7737.05,24435.43,135170.94,59718.83,high,intermediate,5,1208306.94,balanced_short_term
41,84489.16,3874.45,0.0,118403.83,0.0,low,advanced,7,2135629.62,capital_preservation
19,153874.62,6325.26,31252.15,262320.99,57699.89,low,beginner,11,1687529.99,income_focus
67,119230.9,4881.46,89642.21,141653.59,47473.57,low,intermediate,16,1806620.17,income_focus
33,133144.76,4192.9,20232.26,107194.59,29740.36,low,intermediate,3,1939602.29,income_focus
40,19883.69,1494.61,10511.82,0.0,0.0,low,beginner,24,1116607.39,income_focus
67,56845.62,2692.94,0.0,0.0,29353.25,low,beginner,9,1154914.35,capital_preservation
47,89078.64,5130.43,0.0,48522.44,26817.73,moderate,intermediate,9,10000.0,capital_preservation
52,51529.82,2754.6,0.0,352175.8,0.0,moderate,beginner,21,883923.2,capital_preservation
66,75857.48,2978.29,21209.98,98236.53,42412.71,low,intermediate,23,205121.77,income_focus
35,101975.62,4524.21,29807.16,85382.92,88999.58,moderate,beginner,26,748551.11,capital_preservation
39,119776.43,5590.98,54245.89,8147.06,35369.48,moderate,intermediate,6,10000.0,balanced_long_term
18,201622.53,10782.38,4761.45,324993.99,41949.49,low,beginner,19,523069.93,capital_preservation
47,87673.15,4316.93,21796.16,132375.36,34417.1,low,advanced,7,1882680.61,income_focus
22,104380.08,3523.17,30704.74,298321.45,0.0,moderate,intermediate,28,1752000.29,balanced_long_term
53,70816.57,2949.66,24861.41,313758.3,35350.97,low,beginner,12,870839.23,income_focus
38,89981.49,5219.9,20652.43,10025.42,58568.32,low,intermediate,6,396977.91,capital_preservation
33,126753.59,6516.46,37788.27,212347.84,106598.12,high,beginner,11,730076.77,income_focus
41,77817.4,3327.95,13838.64,202339.48,19388.98,low,beginner,24,1591132.2,income_focus
57,57239.86,3282.57,29254.19,107779.05,0.0,moderate,intermediate,13,1152379.83,balanced_long_term
68,140164.78,7207.36,95292.84,277453.09,30299.0,high,intermediate,14,1326009.39,growth_aggressive
36,61319.75,1047.77,15910.19,14164.93,113023.29,low,intermediate,27,440054.08,capital_preservation
65,49114.24,1132.49,10629.86,0.0,0.0,moderate,intermediate,22,574776.89,balanced_long_term
69,168861.6,8827.71,47984.03,168648.41,101331.62,high,intermediate,18,683500.24,growth_aggressive
40,48696.27,3855.12,48728.7,0.0,0.0,high,advanced,3,2165079.1,balanced_short_term
21,134482.03,6475.98,44200.74,277219.12,38578.01,moderate,beginner,2,1010256.06,income_focus
30,169803.63,8427.17,45013.99,208979.33,31374.02,low,intermediate,12,792780.55,income_focus
44,105644.9,3902.4,75959.2,65936.51,23889.34,high,beginner,14,10000.0,income_focus
63,108222.9,4623.72,21782.52,126299.06,6325.68,moderate,intermediate,19,1371707.38,balanced_long_term
52,62969.46,4067.49,45663.86,53731.94,126296.87,high,intermediate,15,417865.05,capital_preservation
35,119828.05,4706.24,0.0,115873.52,30101.96,moderate,beginner,12,767402.3,capital_preservation
40,87855.86,4905.61,0.0,116292.42,34401.96,low,intermediate,4,302032.52,capital_preservation
39,74140.38,4328.96,47478.15,216057.09,0.0,moderate,beginner,23,744818.39,income_focus
56,123677.15,4381.22,0.0,69716.8,57302.78,moderate,beginner,2,808632.61,capital_preservation
58,86168.77,4137.15,0.0,0.0,0.0,low,intermediate,9,591757.87,capital_preservation
23,133442.66,5216.53,36671.77,226669.7,81428.12,moderate,beginner,28,980306.41,income_focus
51,79074.41,2817.69,0.0,252841.43,56492.19,moderate,beginner,27,1515846.69,capital_preservation
51,12000.0,950.0,0.0,0.0,34994.64,low,advanced,18,1804323.78,capital_preservation
45,84908.12,3818.27,18636.93,207222.37,55148.4,moderate,intermediate,24,1229135.06,balanced_long_term
32,103652.1,6697.25,63482.01,0.0,0.0,low,beginner,29,1937502.76,income_focus
60,107512.74,3658.89,46561.06,230633.7,35101.24,moderate,beginner,17,140491.32,income_focus
19,106604.07,6113.85,8095.93,45779.56,50240.86,moderate,beginner,4,1691032.67,capital_preservation
38,75115.49,3134.12,11004.5,133702.41,7681.08,low,beginner,9,867297.5,income_focus
19,95826.4,5044.04,97306.89,292245.25,79088.81,low,advanced,5,10000.0,income_focus
36,70666.67,2585.79,0.0,0.0,16902.0,low,intermediate,24,679579.51,capital_preservation
54,117122.99,6014.89,43876.32,268519.47,0.0,low,beginner,20,2375921.75,income_focus
26,98042.92,4255.87,0.0,9047.96,15248.19,low,intermediate,21,2105048.71,capital_preservation
56,189176.27,7189.26,65128.49,270424.13,53629.19,low,beginner,6,1200302.65,income_focus
51,94764.08,4815.22,27275.24,80077.7,88609.01,low,beginner,29,2285187.52,capital_preservation
53,35159.68,752.67,6155.37,0.0,0.0,moderate,intermediate,25,1806237.52,balanced_long_term
49,69303.4,2012.11,31345.55,17366.3,0.0,moderate,beginner,11,1085279.31,income_focus
36,135065.22,4261.14,2288.3,155367.16,58210.32,high,intermediate,29,1185682.83,capital_preservation
67,24624.7,1949.46,2378.17,0.0,0.0,high,advanced,8,839474.37,capital_preservation
28,107111.43,3207.8,30430.3,101691.9,0.0,moderate,intermediate,5,553867.09,balanced_short_term
56,55129.73,1063.45,11878.85,60047.09,29357.64,low,beginner,15,714531.76,income_focus
55,39343.41,1580.06,43721.23,0.0,92011.52,moderate,beginner,4,358922.18,capital_preservation
48,126829.9,5902.9,42270.14,97978.65,75559.57,low,advanced,15,627862.08,income_focus
25,103139.18,6549.06,35996.4,290167.92,49404.7,moderate,intermediate,20,1064816.72,balanced_long_term
56,88997.56,2208.29,32015.11,295148.91,33949.79,moderate,intermediate,8,564737.94,balanced_long_term
35,75363.18,1802.54,0.0,103550.23,58282.68,high,advanced,4,1673048.77,capital_preservation
45,155924.0,6654.42,39852.13,43271.93,59075.03,high,intermediate,19,830701.04,capital_preservation
59,153429.34,4858.43,81069.93,135542.24,0.0,moderate,intermediate,6,1079702.04,balanced_long_term
59,155284.26,7902.36,40724.96,197062.23,156623.75,high,intermediate,20,700264.74,growth_aggressive
59,88730.57,2985.17,34780.73,212173.32,5454.09,moderate,beginner,26,2170203.59,income_focus
37,92160.89,4352.54,51685.56,0.0,25843.55,high,beginner,11,1278330.38,income_focus
55,48454.27,500.0,39311.59,106826.23,8780.13,high,advanced,16,379696.16,growth_aggressive
55,124652.78,6398.02,42509.37,309674.05,0.0,high,beginner,24,1891176.76,income_focus
56,88664.51,4780.89,50376.4,138170.19,67507.81,high,intermediate,19,1761054.36,growth_aggressive
64,104663.52,4262.66,0.0,301515.8,65543.08,low,advanced,5,1782042.66,capital_preservation
43,110777.34,5182.34,11681.92,234190.11,21487.18,moderate,intermediate,11,811467.45,capital_preservation
43,83958.93,3893.58,52444.3,141435.17,0.0,high,beginner,9,10000.0,income_focus
38,123919.37,5290.46,572.57,217341.53,27462.6,low,beginner,11,10000.0,capital_preservation
62,64297.17,2842.4,16684.55,0.0,0.0,moderate,beginner,29,1782970.83,income_focus
33,209920.21,8336.67,75450.12,355654.16,60752.16,moderate,beginner,15,783516.05,income_focus
33,98530.26,4611.41,83797.13,40040.29,62533.23,moderate,beginner,22,793796.85,income_focus
59,23796.76,500.0,27458.67,0.0,0.0,moderate,beginner,12,1377739.83,income_focus
68,79882.46,3150.1,0.0,25086.53,11626.1,moderate,beginner,19,771518.04,capital_preservation
36,103848.78,5348.73,20229.9,260942.89,75443.6,high,beginner,29,1949823.9,income_focus
27,129917.06,6505.27,10105.04,239425.83,26079.26,high,beginner,16,83160.67,capital_preservation
40,129016.57,6024.08,11033.67,263121.19,25228.01,low,intermediate,13,1745696.58,capital_preservation
39,115336.09,4182.83,1055.06,231819.17,47985.74,moderate,beginner,6,335571.45,capital_preservation
42,97840.6,5304.1,52693.69,192986.75,9268.61,high,intermediate,15,1910509.5,growth_aggressive
50,12000.0,950.0,2038.88,0.0,14449.66,moderate,beginner,8,1310841.02,capital_preservation
35,67307.56,4229.02,0.0,133780.41,0.0,low,intermediate,1,733002.8,capital_preservation
65,121999.0,4067.56,49293.68,158456.2,97102.5,moderate,advanced,12,1335498.11,balanced_long_term
62,98551.03,5275.06,11735.01,307971.28,0.0,moderate,beginner,11,371666.07,capital_preservation
20,118494.91,3967.35,16388.98,136876.3,58188.77,moderate,intermediate,5,981449.69,balanced_short_term
41,122619.36,8565.54,14769.09,90048.16,61008.26,low,intermediate,5,703749.85,capital_preservation
30,120043.47,5586.02,56576.26,185808.61,47852.11,low,beginner,17,1625280.54,income_focus
26,151110.59,9015.43,33604.39,282336.71,66608.54,low,beginner,18,1190204.47,income_focus
65,104272.92,5380.82,5568.64,54122.06,35046.58,high,intermediate,13,2057048.93,capital_preservation
40,242833.95,10649.55,48660.11,269080.93,120924.09,moderate,advanced,22,1436321.57,balanced_long_term
30,125991.92,6218.62,23991.62,294693.97,105213.17,moderate,beginner,22,10000.0,income_focus
57,54952.33,1927.73,56306.28,33606.81,28729.64,moderate,intermediate,16,625233.79,balanced_long_term
19,133099.43,6524.25,57917.64,334910.5,15214.38,moderate,intermediate,11,10000.0,balanced_long_term
53,52595.41,3329.62,7695.9,158131.22,43910.5,high,beginner,9,1331856.97,capital_preservation
64,51045.21,3668.48,9014.47,0.0,0.0,low,intermediate,6,600118.51,capital_preservation
48,126329.96,4692.95,43372.63,86089.87,61787.85,low,beginner,19,850645.32,income_focus
46,106722.78,4227.46,0.0,315083.44,36492.14,low,intermediate,6,1396015.23,capital_preservation
67,12000.0,950.0,0.0,30626.75,0.0,moderate,advanced,28,740708.54,capital_preservation
66,45700.07,500.0,7826.17,84166.05,44055.35,moderate,intermediate,17,180860.64,balanced_long_term
31,68970.26,3398.74,0.0,208528.9,72721.46,low,intermediate,21,1748263.57,capital_preservation
54,146031.93,6730.41,6195.65,273294.81,0.0,moderate,intermediate,29,605507.41,capital_preservation
27,146013.28,7219.94,36063.35,177649.01,58756.79,moderate,beginner,23,253868.07,income_focus
58,45520.59,2182.45,0.0,32468.0,0.0,high,intermediate,13,1720028.21,capital_preservation
21,22774.6,1802.99,0.0,190158.56,0.0,moderate,beginner,25,1654754.03,capital_preservation
24,133733.25,6026.98,29175.06,295446.31,117083.68,moderate,beginner,17,471509.6,income_focus
49,54112.65,2488.64,13991.27,121736.83,36301.34,low,beginner,27,421712.61,income_focus
30,53188.08,1252.89,30690.59,0.0,71457.86,moderate,intermediate,14,208718.77,capital_preservation
68,19104.0,1512.4,6191.66,223283.91,67970.42,high,advanced,15,2272721.36,growth_aggressive
69,75270.63,3360.78,39945.74,147747.78,35189.15,low,advanced,14,1511103.41,income_focus
50,69520.05,2938.11,41199.5,166177.0,1409.06,low,beginner,19,504643.04,income_focus
50,110607.73,6272.09,61542.22,271154.55,56579.67,low,beginner,24,1240445.47,income_focus
54,97913.04,4351.88,23442.78,188516.07,30687.13,moderate,beginner,13,374156.03,income_focus
31,63945.64,1612.81,89340.96,76789.46,60770.17,moderate,beginner,21,1782716.26,income_focus
42,106550.99,3124.57,31730.16,143420.66,28638.85,low,beginner,18,10000.0,income_focus
46,136282.69,6607.41,0.0,153225.73,56743.2,moderate,beginner,13,1684934.48,capital_preservation
34,139314.52,5720.69,30368.05,207008.9,95835.54,high,intermediate,10,360662.79,growth_aggressive
53,23097.74,1741.14,0.0,0.0,25446.15,moderate,beginner,7,635939.08,capital_preservation
47,120804.94,5315.2,16815.93,202927.4,105520.03,moderate,beginner,19,248669.85,income_focus
21,131595.83,4130.41,26218.99,319081.15,26564.48,moderate,beginner,26,1486619.47,income_focus
62,135392.47,5692.29,36230.7,193395.2,64619.78,high,intermediate,26,1341692.22,growth_aggressive
42,60572.35,2759.32,27628.18,251254.62,111795.48,high,beginner,18,865690.93,income_focus
23,80374.85,6093.43,57180.26,142995.86,14975.85,low,intermediate,27,1166898.16,income_focus
68,150304.17,6224.67,54600.7,0.0,20809.69,high,beginner,14,2262729.82,income_focus
65,71832.23,4502.68,22756.17,94960.93,95965.33,moderate,beginner,19,701901.68,capital_preservation
31,56068.27,2368.01,0.0,26024.91,51901.37,moderate,intermediate,11,717754.12,capital_preservation
50,170687.7,7307.07,78031.64,256149.47,81581.35,high,beginner,15,430007.93,income_focus
55,120957.02,4033.2,0.0,0.0,0.0,high,beginner,20,570169.01,capital_preservation
27,67066.65,4139.5,34024.69,142420.77,84642.44,moderate,beginner,9,694356.52,income_focus
23,108777.02,5016.99,22159.18,197048.65,45810.14,moderate,beginner,10,414015.22,income_focus
20,95587.22,4669.26,0.0,105795.9,0.0,moderate,intermediate,8,1959596.1,capital_preservation
36,36542.66,2892.96,38985.65,19323.0,18917.36,high,intermediate,24,1430137.61,growth_aggressive
68,74849.07,5515.45,10721.69,0.0,22326.95,high,intermediate,22,1806092.56,capital_preservation
23,120222.12,6253.5,11689.85,157994.74,47614.42,moderate,beginner,29,496183.18,capital_preservation
23,42549.5,1237.75,31580.5,0.0,10669.35,moderate,beginner,21,1205680.92,income_focus
26,67212.09,3101.89,14693.82,248800.36,5969.76,low,beginner,23,1349870.45,income_focus
59,96168.74,5375.2,20873.34,43326.66,0.0,moderate,beginner,8,276711.51,income_focus
45,172100.99,6835.67,68768.8,457122.05,47020.29,moderate,beginner,19,806658.25,income_focus
66,58241.96,1960.85,29109.28,0.0,31277.2,low,beginner,12,10000.0,capital_preservation
31,93279.68,5472.14,0.0,62018.73,35650.19,high,beginner,18,938866.49,capital_preservation
40,89242.86,3936.83,13324.98,66380.61,67715.46,low,beginner,4,996348.77,capital_preservation
19,242664.62,10322.92,63385.97,316517.27,86731.59,moderate,beginner,24,1270163.51,income_focus
55,65392.35,3984.06,7140.2,81107.39,65408.83,low,intermediate,17,1020696.1,capital_preservation
62,51047.91,1082.23,0.0,72103.33,9026.47,low,beginner,20,1374773.8,capital_preservation
54,109773.92,8512.94,41611.69,292480.08,70668.27,moderate,intermediate,15,492728.38,balanced_long_term
20,134660.76,8716.63,23131.25,275633.69,0.0,low,beginner,28,1192198.38,capital_preservation
32,80888.27,1881.84,0.0,123317.12,43590.93,moderate,intermediate,16,2777902.11,capital_preservation
62,115909.25,4469.33,56180.53,240531.17,101395.01,low,beginner,24,1069604.83,income_focus
39,127936.03,5956.96,86596.13,176365.55,43447.29,low,intermediate,10,1014853.3,income_focus
61,112533.01,4910.99,25322.13,131219.88,55636.22,moderate,beginner,23,1032403.72,income_focus
62,103146.01,6512.17,0.0,80828.51,32926.68,moderate,intermediate,18,781240.37,capital_preservation
46,71069.67,4808.57,27432.83,89539.9,38511.16,high,advanced,23,599475.98,growth_aggressive
60,148017.22,6007.32,67939.77,251292.43,43327.9,moderate,intermediate,4,890865.82,balanced_short_term
36,75541.02,3513.92,0.0,57136.09,9628.47,low,advanced,28,1012053.74,capital_preservation
25,113085.35,4339.44,0.0,158433.7,109291.63,moderate,beginner,3,1522571.88,capital_preservation
22,154309.51,6970.95,55267.48,26950.37,55219.18,moderate,beginner,6,1157285.24,income_focus
37,63335.79,4577.47,0.0,186194.39,12921.46,high,advanced,13,1191035.32,capital_preservation
66,56853.87,2924.89,0.0,200622.88,28453.11,high,intermediate,21,1266765.09,capital_preservation
36,46857.89,716.78,0.0,406654.16,1011.76,moderate,intermediate,23,2332799.75,capital_preservation
40,29240.47,867.9,0.0,96477.46,42367.91,moderate,beginner,20,2658217.59,capital_preservation
29,19527.73,500.0,48219.7,0.0,17460.6,moderate,intermediate,15,1249772.44,balanced_long_term
69,75777.2,839.22,14650.02,84671.78,26182.81,low,beginner,17,399951.11,income_focus
34,121093.12,5590.33,48932.03,140498.9,19821.18,low,beginner,21,1431997.92,income_focus
41,71235.26,2804.93,10855.86,156865.25,0.0,moderate,beginner,19,1325049.67,income_focus
61,74415.15,3586.84,52729.38,0.0,84217.32,low,intermediate,6,840164.26,capital_preservation
47,131663.41,6985.95,42411.83,76160.12,105354.12,low,intermediate,15,1804159.74,capital_preservation
54,102652.15,4096.82,20807.48,227499.83,39831.37,high,beginner,1,849612.94,income_focus
37,143509.36,5607.19,58307.22,218685.92,68386.48,moderate,intermediate,7,278490.21,balanced_long_term
46,119334.37,6046.42,49222.17,232103.73,0.0,low,beginner,18,1400330.65,income_focus
20,12000.0,500.0,0.0,187974.61,34888.13,moderate,advanced,24,933069.54,capital_preservation
55,86305.39,4122.3,5705.12,107919.54,7808.45,moderate,beginner,13,1919098.87,capital_preservation
40,93803.89,5926.04,18167.56,212064.53,25955.09,moderate,intermediate,26,582913.96,balanced_long_term
69,66453.27,5260.88,26942.82,357245.77,35604.43,low,beginner,17,1255435.61,income_focus
68,110839.09,4272.7,30765.62,142652.74,22350.34,moderate,beginner,23,792283.0,income_focus
27,152105.88,6359.19,2161.57,82450.43,51327.33,high,intermediate,15,904149.68,capital_preservation
37,63809.1,1533.96,6542.33,0.0,7713.39,low,intermediate,11,264558.47,capital_preservation
61,102037.1,7031.88,48275.19,90574.11,23962.46,low,intermediate,28,2220199.86,income_focus
25,12000.0,500.0,0.0,0.0,7616.86,moderate,beginner,5,1420263.7,capital_preservation
52,35039.81,1204.38,26135.23,94353.59,0.0,moderate,beginner,11,1822506.16,income_focus
38,117475.46,5713.56,0.0,277568.16,43973.31,high,advanced,12,891359.78,capital_preservation
32,138652.3,6045.53,36034.88,183966.52,64205.25,high,beginner,13,1379699.46,income_focus
31,47763.96,2183.11,1255.82,24862.3,50297.38,low,intermediate,29,974965.19,capital_preservation
30,56027.39,2743.46,0.0,37804.0,12407.51,moderate,intermediate,18,2152645.24,capital_preservation
45,98896.43,2746.44,28197.03,278896.69,48187.04,moderate,intermediate,25,1786767.71,balanced_long_term
24,90016.74,4334.52,0.0,47824.15,32397.5,high,beginner,3,161087.22,capital_preservation
22,75971.92,4593.61,35773.03,283708.24,56173.25,low,intermediate,21,1983482.75,income_focus
68,119445.91,4956.0,20863.67,206881.86,42254.72,moderate,advanced,5,964748.01,balanced_short_term
30,85856.94,4438.63,30655.55,60364.0,44550.29,low,beginner,13,2629527.3,income_focus
60,57249.31,3218.19,0.0,250198.39,41229.92,moderate,intermediate,16,10000.0,capital_preservation
59,14327.82,500.0,2665.08,0.0,0.0,low,intermediate,21,899464.6,income_focus
40,170381.83,7600.53,63809.43,199701.51,15.46,low,beginner,7,1819127.95,income_focus
23,70995.29,2054.62,17451.98,59787.23,0.0,low,beginner,15,1353281.14,income_focus
29,80003.72,3115.99,8179.36,74456.51,38237.73,moderate,intermediate,21,1739519.61,capital_preservation
37,124070.58,3803.89,71679.13,222456.53,37998.62,high,advanced,8,354013.66,balanced_long_term
45,94821.43,2453.89,0.0,388969.65,0.0,low,beginner,18,1562202.85,capital_preservation
29,18975.25,500.0,21208.94,0.0,61260.44,low,intermediate,22,737464.3,capital_preservation
63,102166.84,4229.81,5288.86,167605.5,50756.19,moderate,advanced,11,1220447.55,capital_preservation
37,92734.87,4072.55,0.0,143668.46,33482.24,low,beginner,3,660012.53,capital_preservation
61,51143.05,2141.8,66455.07,134034.32,7979.8,moderate,intermediate,22,639458.94,balanced_long_term
68,54985.32,3411.57,8195.6,0.0,61659.53,moderate,beginner,19,957634.7,capital_preservation
26,61266.74,3571.54,0.0,230349.28,0.0,low,intermediate,20,575220.81,capital_preservation
37,15231.08,1205.79,1987.1,108483.88,19125.73,low,intermediate,17,537164.08,capital_preservation
25,104562.8,6919.71,18022.02,361098.79,0.0,low,intermediate,15,10000.0,capital_preservation
45,150129.33,5777.92,67541.34,137390.8,94198.12,low,beginner,18,1532857.37,income_focus
29,147918.82,7619.74,29371.55,8904.96,44861.12,low,beginner,14,2010690.94,capital_preservation
36,110945.09,7229.09,9793.22,198218.41,8908.07,low,intermediate,19,10000.0,capital_preservation
32,81882.29,5438.26,51848.68,161623.38,0.0,low,intermediate,2,2727193.73,income_focus
29,152656.11,7335.51,73929.99,310477.89,41320.13,moderate,beginner,21,2133369.07,income_focus
42,111466.15,4517.22,510.93,272044.36,64476.82,low,intermediate,14,10000.0,capital_preservation
33,60531.03,2827.61,0.0,254532.97,0.0,low,beginner,19,37586.56,capital_preservation
18,87823.2,1878.63,16497.69,0.0,22783.45,low,beginner,6,704039.01,capital_preservation
67,52609.42,500.0,5695.56,0.0,56014.52,low,beginner,29,1424752.37,capital_preservation
20,139055.25,3375.86,31474.81,202145.93,30942.48,moderate,beginner,27,10000.0,income_focus
52,61077.24,3128.23,16301.05,206108.14,92688.89,moderate,intermediate,3,1504173.47,balanced_short_term
19,128370.29,7984.98,17216.03,591313.02,0.0,moderate,beginner,13,624380.26,capital_preservation
68,110180.76,5328.83,71094.0,331565.99,18450.04,low,intermediate,19,10000.0,income_focus
18,67935.42,3062.43,64423.48,205446.12,42417.27,moderate,advanced,5,177030.76,balanced_short_term
30,82475.5,4288.62,27641.52,79650.29,1166.31,high,beginner,3,1717891.63,income_focus
61,43574.84,1646.33,5272.6,0.0,72755.05,moderate,beginner,5,440233.71,capital_preservation
51,99059.41,4089.13,0.0,31057.86,9272.55,high,beginner,25,1740193.5,capital_preservation
56,112466.42,4933.58,32611.32,123372.03,65041.37,low,intermediate,29,290987.52,income_focus
22,121092.15,6648.5,23368.39,8721.95,88220.79,low,intermediate,22,2481004.19,capital_preservation
46,115631.74,5117.39,46880.98,0.0,0.0,moderate,intermediate,24,2272242.78,balanced_long_term
44,158999.3,6846.79,47685.09,229084.64,43015.2,high,intermediate,17,405435.29,growth_aggressive
41,59414.26,4258.84,0.0,57736.24,35717.62,moderate,intermediate,9,1584788.92,capital_preservation
28,134267.73,6048.03,48836.07,253887.92,0.0,low,beginner,1,1792566.1,income_focus
52,83551.16,3076.29,45191.2,34905.55,0.0,high,beginner,12,921982.32,income_focus
45,64248.39,2440.62,40609.37,289269.05,45464.82,moderate,beginner,4,1415128.37,income_focus
60,23299.42,867.66,23972.76,0.0,9969.8,moderate,intermediate,27,10000.0,balanced_long_term
35,105525.42,2955.5,49350.28,54937.47,72365.0,high,beginner,29,1184973.03,income_focus
19,87485.17,5873.32,70407.79,96030.59,71814.97,low,intermediate,20,1769621.57,income_focus
58,61969.57,2218.52,44939.63,134630.35,22652.78,low,beginner,18,1041923.02,income_focus
63,106918.72,4904.67,0.0,111543.66,49146.25,moderate,intermediate,3,10000.0,capital_preservation
21,81429.16,2144.39,0.0,263878.19,51587.41,moderate,beginner,1,1353894.92,capital_preservation
43,29455.46,500.0,0.0,166819.86,0.0,high,advanced,4,1790245.02,capital_preservation
59,118941.44,6231.35,55531.72,169185.25,55586.54,high,advanced,9,1121754.83,balanced_long_term
30,29148.43,2133.14,0.0,51169.22,100342.73,moderate,beginner,21,688302.02,capital_preservation
60,114576.79,6689.04,3479.37,144055.82,45136.02,moderate,intermediate,1,1589112.47,capital_preservation
52,61370.24,4677.42,0.0,0.0,2900.82,high,intermediate,5,2816292.41,capital_preservation
18,77668.7,4763.12,0.0,288724.25,0.0,moderate,advanced,23,590915.13,capital_preservation
45,66939.2,4135.4,32576.28,144099.88,24205.79,low,advanced,21,1032620.03,income_focus
24,92392.26,3473.19,41766.7,82129.46,90605.99,moderate,beginner,28,987409.99,capital_preservation
29,83336.69,3109.61,38459.94,56009.32,5620.16,high,beginner,12,722068.79,income_focus
19,59593.95,2262.49,0.0,0.0,45262.79,low,intermediate,12,1075584.4,capital_preservation
65,112385.56,5166.13,30249.22,250687.45,6396.85,moderate,intermediate,14,2245993.46,balanced_long_term
32,38469.09,1989.1,18853.62,48196.31,19486.45,low,beginner,21,192196.08,income_focus
45,137243.83,7509.92,3770.14,102654.07,68704.18,high,intermediate,3,876155.74,capital_preservation
69,36872.1,1340.32,78121.6,0.0,13171.37,high,intermediate,28,10000.0,growth_aggressive
60,40553.83,500.0,0.0,60822.96,69509.4,low,advanced,18,1359364.65,capital_preservation
59,30995.73,500.0,0.0,9972.08,2168.99,moderate,advanced,10,1411175.05,capital_preservation
44,13022.7,1030.96,0.0,0.0,34969.33,low,beginner,12,1861919.5,capital_preservation
24,25129.99,500.0,5150.42,14221.13,42534.48,moderate,intermediate,29,2507270.88,capital_preservation
32,150779.58,4909.47,0.0,71455.68,56111.15,moderate,beginner,18,923589.82,capital_preservation
65,83740.07,2508.89,24078.7,303022.22,21708.42,moderate,beginner,27,1056276.25,income_focus
50,156969.14,6209.99,46825.08,26427.69,25322.41,low,intermediate,27,1388430.67,income_focus
40,109541.69,5012.52,1910.39,277933.18,64287.51,low,intermediate,16,10000.0,capital_preservation
57,127021.46,5286.63,15107.47,229635.61,0.0,low,beginner,12,1107339.01,capital_preservation
